date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:52:03	2709/2709	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2029%20May%202024%2001:45:16%20GMT	https://duo-studio.co/robots.txt		(from )
22:52:04	45110/45110	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2001:45:16%20GMT	https://duo-studio.co/	C:/Users/vinib/Downloads/Site/duo-studio.co/index.html	(from )
22:52:04	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2029%20May%202024%2001:45:16%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/vinib/Downloads/Site/www.googletagmanager.com/gtm.05445.delayed	(from https://duo-studio.co/)
22:52:05	4286/4286	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%221d46fab477094e52a2f2715b48fb22ba-ssl%22	https://duo-studio.co/assets/favicon.ico	C:/Users/vinib/Downloads/Site/duo-studio.co/assets/favicon.ico	(from https://duo-studio.co/)
22:52:05	1264/1264	---M--	200	added ('OK')	image/jpeg	etag:%2267e2fb3addb5e46b2020ccf9fc417403-ssl%22	https://duo-studio.co/assets/Duo_Favicon.jpg	C:/Users/vinib/Downloads/Site/duo-studio.co/assets/Duo_Favicon.jpg	(from https://duo-studio.co/)
22:52:05	561/561	---M--	200	added ('OK')	image/jpeg	etag:%22b75ff5c2d920335a4870c7725744ee2e-ssl%22	https://duo-studio.co/assets/Duo_Favicon@16x16.jpg	C:/Users/vinib/Downloads/Site/duo-studio.co/assets/Duo_Favicon@16x16.jpg	(from https://duo-studio.co/)
22:52:06	12370/12370	---M--	200	added ('OK')	image/jpeg	etag:%22568349905bc8d70b2c0f7d4950f98b29-ssl%22	https://duo-studio.co/assets/Duo_Favicon@180x180.jpg	C:/Users/vinib/Downloads/Site/duo-studio.co/assets/Duo_Favicon@180x180.jpg	(from https://duo-studio.co/)
22:52:07	13308/13308	---M--	200	added ('OK')	image/jpeg	etag:%22c051055bdda33f88198a64ebd96e01b0-ssl%22	https://duo-studio.co/assets/Duo_Favicon@192x192.jpg	C:/Users/vinib/Downloads/Site/duo-studio.co/assets/Duo_Favicon@192x192.jpg	(from https://duo-studio.co/)
22:52:07	32599/32599	---M--	200	added ('OK')	image/jpeg	etag:%229fe2ad479b6fb8085551448fe8e13ba3-ssl%22	https://duo-studio.co/assets/Duo_Favicon@512x512.jpg	C:/Users/vinib/Downloads/Site/duo-studio.co/assets/Duo_Favicon@512x512.jpg	(from https://duo-studio.co/)
22:52:07	43209/43209	---MCZ	200	added ('OK')	text/css	etag:W/%22e5fc59e349f974d34aa1d891427dbfee-ssl-df%22	https://duo-studio.co/styles/style-inline.css	C:/Users/vinib/Downloads/Site/duo-studio.co/styles/style-inline.css	(from https://duo-studio.co/)
22:52:08	1745/1745	---MCZ	200	added ('OK')	text/css	etag:W/%220c96e2cac9220850c2cd5198a2e795f6-ssl-df%22	https://duo-studio.co/styles/fonts.css	C:/Users/vinib/Downloads/Site/duo-studio.co/styles/fonts.css	(from https://duo-studio.co/)
